song_id,respondent,prompt,description,similarity
9481c38d-df7b-42cc-b,33,Please Compose a symphony-like piece in style of Anton Bruckner 8th as a Film opening sequence,Orchestra melodies building up tension through crescendos and strong string sections,0.4318
9481c38d-df7b-42cc-b,45,Please Compose a symphony-like piece in style of Anton Bruckner 8th as a Film opening sequence,"Dramatic intro, could be in an action movie as something big happens. ",0.465
93a18e93-3e7e-4dfb-9,6,"Americana, Country, Bluegrass, Melodic, Passionate, Lush, Rhythmic, male vocalist, anthemic, uplifting, pop, playful,","This is a country song sung by a man. There is a guitar in the back. It has a good and steady beat to it. He says, ""first time"" a lot.",0.229
93a18e93-3e7e-4dfb-9,14,"Americana, Country, Bluegrass, Melodic, Passionate, Lush, Rhythmic, male vocalist, anthemic, uplifting, pop, playful,","e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",0.4428
93a18e93-3e7e-4dfb-9,23,"Americana, Country, Bluegrass, Melodic, Passionate, Lush, Rhythmic, male vocalist, anthemic, uplifting, pop, playful,","This sounds like a country song, but the lyrics are throwing me off... can't tell if it is ironic or an advertisement.  ",0.1912
93a18e93-3e7e-4dfb-9,35,"Americana, Country, Bluegrass, Melodic, Passionate, Lush, Rhythmic, male vocalist, anthemic, uplifting, pop, playful,","Soft folk melody with fingerpicked guitar, gentle harmonica accents, warm vocal delivery, and a simple structure that emphasizes storytelling and intimate acoustic textures.",0.5609
924be17b-f5f1-4628-9,8,"the smiths, morrissey, post-punk, jangle pop, indie, 80s, minor, fast, alternative rock, guitar, rock","The music starts off with a guitar sounding instrument, with lyrics that match. It is similar to a classic rock and roll song, not a modern one.",0.2372
924be17b-f5f1-4628-9,14,"the smiths, morrissey, post-punk, jangle pop, indie, 80s, minor, fast, alternative rock, guitar, rock","e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",0.3383
924be17b-f5f1-4628-9,28,"the smiths, morrissey, post-punk, jangle pop, indie, 80s, minor, fast, alternative rock, guitar, rock","I think 80s style european rock with british singer, lots of percussion, medium fast pacing.",0.518
924be17b-f5f1-4628-9,35,"the smiths, morrissey, post-punk, jangle pop, indie, 80s, minor, fast, alternative rock, guitar, rock","Energetic Latin groove with syncopated congas, bright brass hits, rhythmic piano montuno, and lively call-and-response vocals creating a festive dance atmosphere.",0.1999
92374983-b2b0-41a7-b,3,"old school soul, deep soul, traditional black gospel, r&b/soul, motown, southern soul,","1970s flavored, woman and man singing alternate of one another. ",0.2434
92374983-b2b0-41a7-b,14,"old school soul, deep soul, traditional black gospel, r&b/soul, motown, southern soul,","e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",0.2545
92374983-b2b0-41a7-b,29,"old school soul, deep soul, traditional black gospel, r&b/soul, motown, southern soul,",A duet of a man and a women singing R and B or rock music. There is a brass instrument and drums being played. ,0.1657
92374983-b2b0-41a7-b,38,"old school soul, deep soul, traditional black gospel, r&b/soul, motown, southern soul,",Upbeat song duet between a man and a woman. Fun tune that feels country-like but also pop-ish. Sounds like a bar-party song.,0.1418
92374983-b2b0-41a7-b,48,"old school soul, deep soul, traditional black gospel, r&b/soul, motown, southern soul,","Classic rock male singer with a soul women singer, strong Trumpet and drums",0.4137
91f9b933-c02b-47df-9,0,"bubblegum pop about imageboard culture, deep female vocalist alternative, happy, uplifting","this has a lot of autotune in it to where it almost doesnt sound like a girl singing and more ai generated, and they eneunicate the end of their words a lot
",0.4544
91f9b933-c02b-47df-9,9,"bubblegum pop about imageboard culture, deep female vocalist alternative, happy, uplifting",Song sung by a woman. Sounds sad and nice. Sounds good,0.4459
91f9b933-c02b-47df-9,12,"bubblegum pop about imageboard culture, deep female vocalist alternative, happy, uplifting","slower country/pop song, could be put in a early 2000s disney movie ",0.3221
91f9b933-c02b-47df-9,27,"bubblegum pop about imageboard culture, deep female vocalist alternative, happy, uplifting","It sounds like a Selena Gomez song. 2010s pop. No, wait, it’s Avril Lavigne. Rock music with a prominent female vocalist. It reminds me of my middle school days...",0.4584
91f9b933-c02b-47df-9,32,"bubblegum pop about imageboard culture, deep female vocalist alternative, happy, uplifting",slow vibey high pitched vocals with very simple music in the backgrounhd,0.444
91f9b933-c02b-47df-9,45,"bubblegum pop about imageboard culture, deep female vocalist alternative, happy, uplifting",Girl singing right away. Weird ticking in the beat that doesn't really fit. ,0.3106
89fe259f-467e-4f79-9,7,A psychedelic tinged post-punk song about destroying Bradford pear trees to protect the biodiversity of our ecosystem,"Drums, Guitar, exasperated male vocal. Slow song, consistent drums line.",0.3581
89fe259f-467e-4f79-9,16,A psychedelic tinged post-punk song about destroying Bradford pear trees to protect the biodiversity of our ecosystem,"track has chanty, shouty vocals with a haunting quality, sounds a bit grunge and emo, early 2000s british rock. steady drums/beat throughout give it a grunge feel. also has a nirvana ish baseline. ",0.3968
89fe259f-467e-4f79-9,23,A psychedelic tinged post-punk song about destroying Bradford pear trees to protect the biodiversity of our ecosystem,This sounds like something that would play in the background of a burger shop in Tennessee. ,0.2883
89fe259f-467e-4f79-9,32,A psychedelic tinged post-punk song about destroying Bradford pear trees to protect the biodiversity of our ecosystem,"slow grunge rock vibes with bad singing and simple backing track
",0.3311
88bf780d-da3b-440d-9,5,"about an old soul trapped in a vehicle through the centuries, electronic, synthesizer, synth-pop, keyboard, horror, soundtrack Instrumental",This music can be described as dramatic and a bit sad.,0.4444
88bf780d-da3b-440d-9,15,"about an old soul trapped in a vehicle through the centuries, electronic, synthesizer, synth-pop, keyboard, horror, soundtrack Instrumental","Soft/slow start, sounds eerie almost, lots of instruments, potentially a guitar/violin. Scary sounding and creepy.",0.5425
88bf780d-da3b-440d-9,28,"about an old soul trapped in a vehicle through the centuries, electronic, synthesizer, synth-pop, keyboard, horror, soundtrack Instrumental",Majestic sounding song with synth. There are no vocals at all. Slow pace.,0.5326
88bf780d-da3b-440d-9,39,"about an old soul trapped in a vehicle through the centuries, electronic, synthesizer, synth-pop, keyboard, horror, soundtrack Instrumental","Ominous eerie tone, potentially signifying the entry of a villain in some movie or some tragic incident that may have happened to an important character",0.2974
88bf780d-da3b-440d-9,49,"about an old soul trapped in a vehicle through the centuries, electronic, synthesizer, synth-pop, keyboard, horror, soundtrack Instrumental",eerie sci-fi sound possibly coming from the future. There is a feeling of uncertainty conveyed and I imagine that things are moving,0.4449
876c1749-d348-48e6-a,7,"Male vocalist, Rock, Alternative metal, Nu Metal, Electronica, Alternative rock, Glitch, Rap rock, Passionate, Bittersweet, Anthemic,",Rock feeling song. Strong male vocals. Thematic song that could be a introduction to a show.,0.4924
876c1749-d348-48e6-a,17,"Male vocalist, Rock, Alternative metal, Nu Metal, Electronica, Alternative rock, Glitch, Rap rock, Passionate, Bittersweet, Anthemic,","An upbeat rock track featuring lively instrumentation and warm, friendly vocals, combining energetic guitar riffs with an inviting and approachable tone.",0.511
876c1749-d348-48e6-a,31,"Male vocalist, Rock, Alternative metal, Nu Metal, Electronica, Alternative rock, Glitch, Rap rock, Passionate, Bittersweet, Anthemic,","A high-energy rock song featuring distorted electric guitar power chords, a driving drum rhythm, and gritty vocals and powerful atmosphere",0.4069
876c1749-d348-48e6-a,40,"Male vocalist, Rock, Alternative metal, Nu Metal, Electronica, Alternative rock, Glitch, Rap rock, Passionate, Bittersweet, Anthemic,",This sounds like a country and rock song combined based on the rhythm and musical instruments playing in the background.,0.2648
876c1749-d348-48e6-a,48,"Male vocalist, Rock, Alternative metal, Nu Metal, Electronica, Alternative rock, Glitch, Rap rock, Passionate, Bittersweet, Anthemic,","early 2000s rock reminds me of nickle back, strong vocals, drums and guitar, this band might be german",0.3482
8760d63e-0eab-4d6e-9,2,jingle about a story writing service in style of Elvis preslley,I hear acoustic guitar and drums. Maybe a tambourine or something? There is a main male singer and backup vocals and it sounds like a country song.,0.1786
8760d63e-0eab-4d6e-9,11,jingle about a story writing service in style of Elvis preslley,"upbeat sunny music with a steady beat and country-esque lyrics and singing
",0.3014
8760d63e-0eab-4d6e-9,13,jingle about a story writing service in style of Elvis preslley,"A country vocals and sound with acoustic guitar in the background giving off a positive feel good vibe, perfect for montages ",0.3814
8760d63e-0eab-4d6e-9,26,jingle about a story writing service in style of Elvis preslley,"Upbeat older song that would be played under a disco ball, very good male voice that has the head beating along",0.1345
8760d63e-0eab-4d6e-9,32,jingle about a story writing service in style of Elvis preslley,"very 80s vibes, upbeat and clear enunciation of lyrics. simple backing track. ",0.3262
8760d63e-0eab-4d6e-9,46,jingle about a story writing service in style of Elvis preslley,"upbeat, guitar, male singer, 90's music and slightly country music vibes. ",0.2204
86bd408c-0cf2-4f86-a,19,"A song about mango tango, Female vocalist, Electropop, Electronic dance music, Eclectic, Energetic, Rhythmic, Rave, Anthemic, Call and response","This is nice, it's upbeat and strong, and very vocal which i like. ",0.4769
86bd408c-0cf2-4f86-a,29,"A song about mango tango, Female vocalist, Electropop, Electronic dance music, Eclectic, Energetic, Rhythmic, Rave, Anthemic, Call and response","Sounds like house music, with a man singing. The lyrics make no sense. and its a weird beat. This song is terrible. ",0.4095
